,Age,Gender,City,Position,Years of experience,Seniority level,Salary_in_EUR,Main language at work,Company size,Company type,Year
136,42,Male,MUNICH,FULLSTACK DEVELOPER,16.0,MIDDLE,64000.0,Deutsch,50-100,CONSULTING / AGENCY,2019
137,40,Male,BERLIN,BACKEND DEVELOPER,18.0,SENIOR,88000.0,English,1000+,PRODUCT,2019
138,34,Male,MUNICH,QA,12.0,SENIOR,64000.0,Deutsch,1000+,PRODUCT,2019
139,30,Female,MUNICH,QA,6.0,SENIOR,56000.0,Deutsch,50-100,CONSULTING / AGENCY,2019
140,32,Male,BERLIN,BACKEND DEVELOPER,13.0,MIDDLE,73500.0,English,1000+,PRODUCT,2019
141,32,Female,BERLIN,FRONTEND DEVELOPER,12.0,MIDDLE,59500.0,English,1000+,PRODUCT,2019
142,31,Male,BERLIN,FULLSTACK DEVELOPER,10.0,SENIOR,65000.0,English,up to 10,STARTUP,2019
143,30,Male,BERLIN,DATA ENGINEER,8.0,SENIOR,81000.0,English,100-1000,PRODUCT,2019
144,45,Male,MUNICH,QA,12.0,SENIOR,70000.0,Deutsch,100-1000,PRODUCT,2019
145,33,Male,MUNICH,BACKEND DEVELOPER,7.0,SENIOR,65000.0,English,50-100,PRODUCT,2019
146,38,Male,BERLIN,BACKEND DEVELOPER,6.0,SENIOR,66000.0,English,1000+,PRODUCT,2019
147,29,Male,MUNICH,QA,6.0,SENIOR,60000.0,English,100-1000,PRODUCT,2019
148,33,Male,BERLIN,EMBEDDED DEVELOPER,9.0,SENIOR,74000.0,English,100-1000,PRODUCT,2019
149,34,Male,MUNICH,BACKEND DEVELOPER,10.0,SENIOR,120000.0,English,up to 10,CONSULTING / AGENCY,2019
150,33,Male,BERLIN,SOFTWARE ARCHITECT,12.0,SENIOR,120000.0,English,100-1000,PRODUCT,2019
151,36,Male,BERLIN,FULLSTACK DEVELOPER,15.0,SENIOR,70000.0,English,100-1000,PRODUCT,2019
152,31,Female,MUNICH,FULLSTACK DEVELOPER,4.0,JUNIOR,57000.0,Deutsch,100-1000,PRODUCT,2019
153,38,Male,BERLIN,MANAGER,9.0,SENIOR,120000.0,English,1000+,PRODUCT,2019
154,24,Female,MUNICH,BACKEND DEVELOPER,1.0,JUNIOR,72000.0,English,1000+,PRODUCT,2019
155,40,Male,FRANKFURT,SAP CONSULTANT,14.0,SENIOR,175000.0,English,1000+,PRODUCT,2019
156,37,Male,MUNICH,FULLSTACK DEVELOPER,11.0,SENIOR,67000.0,Deutsch,100-1000,PRODUCT,2019
157,25,Male,FRANKFURT,BACKEND DEVELOPER,6.0,SENIOR,65000.0,English,100-1000,PRODUCT,2019
158,33,Male,BERLIN,MOBILE DEVELOPER,10.0,SENIOR,80000.0,English,1000+,PRODUCT,2019
159,32,Female,NUREMBERG,QA,8.0,SENIOR,50000.0,English,100-1000,PRODUCT,2019
160,43,Male,FRANKFURT,BACKEND DEVELOPER,10.0,SENIOR,85000.0,Deutsch,1000+,PRODUCT,2019
161,34,Male,COLOGNE,QA,10.0,MIDDLE,61800.0,Deutsch,up to 10,CONSULTING / AGENCY,2019
162,28,Male,BERLIN,BACKEND DEVELOPER,7.0,SENIOR,70000.0,English,50-100,STARTUP,2019
163,32,Male,MUNICH,DEVOPS,9.0,SENIOR,90000.0,English,1000+,PRODUCT,2019
164,29,Male,KRAKOW,QA,7.0,SENIOR,45000.0,English,100-1000,PRODUCT,2019
165,25,Female,MUNICH,FRONTEND DEVELOPER,2.0,JUNIOR,42000.0,Deutsch,50-100,CONSULTING / AGENCY,2019
166,26,Male,MUNICH,BACKEND DEVELOPER,5.0,MIDDLE,59000.0,English,100-1000,PRODUCT,2019
167,44,Male,MUNICH,FRONTEND DEVELOPER,5.0,MIDDLE,60000.0,Deutsch,100-1000,PRODUCT,2019
168,29,Male,BERLIN,DEVOPS,10.0,SENIOR,70000.0,English,100-1000,STARTUP,2019
169,28,Male,BERLIN,BACKEND DEVELOPER,7.0,SENIOR,65000.0,English,50-100,STARTUP,2019
170,45,Female,FRANKFURT,DATABASE DEVELOPER (DBA),2.0,MIDDLE,62000.0,Deutsch,50-100,PRODUCT,2019
171,39,Male,MUNICH,DESKTOP/UNITY3D DEVELOPER,15.0,SENIOR,49375.0,Deutsch,10-50,PRODUCT,2019
172,36,Male,BERLIN,MANAGER,13.0,SENIOR,80000.0,English,1000+,PRODUCT,2019
173,32,Male,BERLIN,MOBILE DEVELOPER,5.0,MIDDLE,60000.0,English,100-1000,PRODUCT,2019
174,38,Male,MUNICH,SOFTWARE ARCHITECT,17.0,SENIOR,120000.0,English,1000+,PRODUCT,2019
175,42,Female,MUNICH,PRODUCT MANAGER,10.0,MIDDLE,68700.0,English,50-100,PRODUCT,2019
176,32,Male,PRAGUE,DEVOPS,11.0,SENIOR,33200.0,English,1000+,PRODUCT,2019
177,32,Male,MUNICH,BACKEND DEVELOPER,8.0,MIDDLE,68000.0,English,1000+,PRODUCT,2019
178,33,Male,MUNICH,FULLSTACK DEVELOPER,8.0,SENIOR,63000.0,English,100-1000,PRODUCT,2019
179,34,Male,COLOGNE,MANAGER,15.0,SENIOR,60000.0,English,1000+,CONSULTING / AGENCY,2019
180,35,Male,MUNICH,SOFTWARE ARCHITECT,15.0,SENIOR,120000.0,Russian,1000+,PRODUCT,2019
181,35,Male,FRANKFURT,BACKEND DEVELOPER,16.0,SENIOR,55000.0,English,50-100,PRODUCT,2019
182,24,Male,FRANKFURT,DEVOPS,1.0,JUNIOR,45000.0,Deutsch,50-100,CONSULTING / AGENCY,2019
183,48,Female,MUNICH,MANAGER,11.0,SENIOR,75000.0,English,100-1000,PRODUCT,2019
184,31,Male,WROCLAW,BACKEND DEVELOPER,10.0,SENIOR,45000.0,English,50-100,CONSULTING / AGENCY,2019
185,40,Female,MUNICH,SAP CONSULTANT,9.0,SENIOR,89000.0,English,1000+,PRODUCT,2019
186,29,Male,COLOGNE,FULLSTACK DEVELOPER,4.0,SENIOR,65000.0,Deutsch,1000+,PRODUCT,2019
187,38,Male,MUNICH,FULLSTACK DEVELOPER,17.0,LEAD,114000.0,English,100-1000,PRODUCT,2019
188,36,Male,STUTTGART,MOBILE DEVELOPER,16.0,SENIOR,60000.0,English,100-1000,PRODUCT,2019
189,32,Male,MUNICH,MANAGER,10.0,SENIOR,85000.0,Deutsch,1000+,PRODUCT,2019
190,34,Male,MUNICH,BACKEND DEVELOPER,3.0,JUNIOR,46000.0,Deutsch,100-1000,PRODUCT,2019
191,32,Male,BERLIN,BACKEND DEVELOPER,12.0,SENIOR,65000.0,Russian,100-1000,PRODUCT,2019
192,29,Male,MUNICH,DEVOPS,10.0,LEAD,85000.0,English,1000+,PRODUCT,2019
193,47,Male,LONDON,DATA ENGINEER,22.0,MIDDLE,100000.0,English,100-1000,PRODUCT,2019
194,36,Male,MUNICH,BACKEND DEVELOPER,10.0,MIDDLE,75000.0,English,50-100,PRODUCT,2019
195,32,Female,FRANKFURT,RECRUITER ,10.0,SENIOR,56000.0,English,100-1000,CONSULTING / AGENCY,2019
196,34,Male,KARLSRUHE,FULLSTACK DEVELOPER,12.0,SENIOR,75000.0,English,100-1000,PRODUCT,2019
197,29,Female,MUNICH,DATA SCIENTIST,4.0,MIDDLE,62000.0,Deutsch,100-1000,PRODUCT,2019
198,31,Male,MUNICH,BACKEND DEVELOPER,9.0,SENIOR,75000.0,English,10-50,STARTUP,2019
199,41,Female,MUNICH,QA,9.0,MIDDLE,46000.0,Deutsch,50-100,PRODUCT,2019
200,35,Male,MUNICH,SOFTWARE ARCHITECT,6.0,SENIOR,79000.0,Deutsch,100-1000,CONSULTING / AGENCY,2019
201,37,Male,MUNICH,BACKEND DEVELOPER,14.0,SENIOR,72000.0,English,100-1000,PRODUCT,2019
202,39,Female,MUNICH,BACKEND DEVELOPER,17.0,MIDDLE,58000.0,Deutsch,1000+,PRODUCT,2019
203,32,Male,MUNICH,FRONTEND DEVELOPER,7.0,SENIOR,65000.0,Deutsch,50-100,PRODUCT,2019
204,25,Female,MUNICH,FULLSTACK DEVELOPER,5.0,MIDDLE,66000.0,Deutsch,10-50,CONSULTING / AGENCY,2019
205,29,Male,MUNICH,FULLSTACK DEVELOPER,8.0,MIDDLE,80000.0,English,1000+,PRODUCT,2019
206,32,Male,MUNICH,FRONTEND DEVELOPER,3.0,MIDDLE,55000.0,English,1000+,PRODUCT,2019
207,28,Male,MUNICH,DATA SCIENTIST,4.0,SENIOR,59000.0,English,1000+,PRODUCT,2019
208,47,Male,MUNICH,BACKEND DEVELOPER,25.0,SENIOR,87600.0,Deutsch,up to 10,PRODUCT,2019
209,31,Male,BERLIN,FRONTEND DEVELOPER,10.0,SENIOR,67000.0,English,1000+,PRODUCT,2019
210,40,Male,MUNICH,PRODUCT MANAGER,15.0,MIDDLE,73000.0,English,1000+,PRODUCT,2019
211,32,Male,MUNICH,BACKEND DEVELOPER,14.0,LEAD,80000.0,Deutsch,1000+,PRODUCT,2019
212,34,Male,BERLIN,BACKEND DEVELOPER,10.0,SENIOR,90000.0,English,100-1000,PRODUCT,2019
213,34,Male,BERLIN,FRONTEND DEVELOPER,10.0,SENIOR,68000.0,English,100-1000,PRODUCT,2019
214,33,Male,MUNICH,FULLSTACK DEVELOPER,15.0,SENIOR,120000.0,English,100-1000,PRODUCT,2019
215,31,Male,FRANKFURT,SYSTEM ADMINISTRATOR,10.0,MIDDLE,65000.0,English,100-1000,PRODUCT,2019
216,37,Male,MUNICH,BUSINESS ANALYST,15.0,MIDDLE,87000.0,English,1000+,PRODUCT,2019
217,33,Male,MUNICH,QA,5.0,SENIOR,70000.0,English,1000+,PRODUCT,2019
218,34,Female,BERLIN,QA,12.0,SENIOR,74000.0,Deutsch,1000+,PRODUCT,2019
219,32,Male,MUNICH,MOBILE DEVELOPER,14.0,SENIOR,90000.0,English,100-1000,PRODUCT,2019
220,38,Male,BERLIN,BACKEND DEVELOPER,13.0,SENIOR,77400.0,Deutsch,100-1000,PRODUCT,2019
221,32,Male,BERLIN,QA,13.0,SENIOR,65000.0,English,100-1000,PRODUCT,2019
222,27,Male,BERLIN,QA,7.0,SENIOR,63000.0,English,50-100,STARTUP,2019
223,54,Male,INGOLSTADT,DATA SCIENTIST,8.0,SENIOR,78000.0,Deutsch,1000+,PRODUCT,2019
224,35,Male,DÜSSELDORF,BACKEND DEVELOPER,6.0,MIDDLE,55000.0,English,10-50,BODYSHOP / OUTSOURCE,2019
225,31,Male,STUTTGART,MOBILE DEVELOPER,6.0,MIDDLE,50000.0,Deutsch,1000+,PRODUCT,2019
226,42,Male,BERLIN,"CTO (CEO, CFO)",20.0,SENIOR,120000.0,English,100-1000,STARTUP,2019
227,25,Female,MUNICH,MANAGER,1.0,JUNIOR,43200.0,Deutsch,1000+,CONSULTING / AGENCY,2019
228,32,Male,HAMBURG,DEVOPS,15.0,SENIOR,78000.0,English,50-100,PRODUCT,2019
229,38,Male,MUNICH,MANAGER,12.0,SENIOR,96000.0,English,1000+,CONSULTING / AGENCY,2019
230,34,Male,MUNICH,MANAGER,16.0,SENIOR,85000.0,English,1000+,PRODUCT,2019
231,40,Male,FRANKFURT,SOFTWARE ARCHITECT,20.0,SENIOR,95000.0,English,1000+,BODYSHOP / OUTSOURCE,2019
232,30,Male,MUNICH,FRONTEND DEVELOPER,9.0,SENIOR,75000.0,Russian,10-50,PRODUCT,2019
233,30,Male,MUNICH,MACHINE LEARNING ENGINEER,2.0,MIDDLE,62000.0,English,up to 10,STARTUP,2019
234,25,Male,MUNICH,FRONTEND DEVELOPER,1.0,JUNIOR,70000.0,English,100-1000,STARTUP,2019
235,25,Male,MUNICH,FRONTEND DEVELOPER,1.0,JUNIOR,70000.0,English,100-1000,STARTUP,2019
236,25,Female,MUNICH,RESEARCHER,5.0,MIDDLE,57000.0,English,1000+,CONSULTING / AGENCY,2019
237,31,Male,MUNICH,MOBILE DEVELOPER,8.0,SENIOR,65000.0,English,50-100,STARTUP,2019
238,32,Male,FRANKFURT,MOBILE DEVELOPER,4.0,MIDDLE,50000.0,English,10-50,PRODUCT,2019
239,25,Male,MUNICH,FRONTEND DEVELOPER,5.0,SENIOR,80000.0,English,100-1000,PRODUCT,2019
240,32,Female,MUNICH,FULLSTACK DEVELOPER,10.0,MIDDLE,47500.0,English,10-50,BODYSHOP / OUTSOURCE,2019
241,31,Male,MUNICH,FULLSTACK DEVELOPER,10.0,LEAD,72000.0,English,1000+,PRODUCT,2019
242,32,Male,MUNICH,BACKEND DEVELOPER,12.0,MIDDLE,64000.0,English,100-1000,STARTUP,2019
243,44,Male,MUNICH,MANAGER,22.0,SENIOR,107000.0,Deutsch,1000+,PRODUCT,2019
244,36,Male,MUNICH,BACKEND DEVELOPER,13.0,SENIOR,60000.0,English,50-100,PRODUCT,2019
245,38,Female,FRANKFURT,FRONTEND DEVELOPER,1.0,JUNIOR,36000.0,Deutsch,100-1000,CONSULTING / AGENCY,2019
246,32,Male,MUNICH,BACKEND DEVELOPER,7.0,SENIOR,63500.0,English,1000+,PRODUCT,2019
247,32,Male,MUNICH,BACKEND DEVELOPER,5.0,SENIOR,65000.0,English,1000+,PRODUCT,2019
248,32,Male,MUNICH,FULLSTACK DEVELOPER,14.0,LEAD,98000.0,English,100-1000,PRODUCT,2019
249,27,Male,MUNICH,BACKEND DEVELOPER,7.0,MIDDLE,66000.0,Deutsch,100-1000,PRODUCT,2019
250,27,Female,NUREMBERG,BUSINESS ANALYST,5.0,MIDDLE,42000.0,English,1000+,PRODUCT,2019
251,32,Male,MUNICH,QA,11.0,SENIOR,69000.0,Deutsch,100-1000,PRODUCT,2019
252,29,Male,BERLIN,BACKEND DEVELOPER,7.0,SENIOR,78000.0,English,100-1000,PRODUCT,2019
253,26,Female,FRANKFURT,MANAGER,2.0,MIDDLE,45000.0,Deutsch,50-100,PRODUCT,2019
254,32,Female,MUNICH,DATA SCIENTIST,0.0,JUNIOR,59000.0,Deutsch,50-100,PRODUCT,2019
255,35,Male,MUNICH,MOBILE DEVELOPER,7.0,SENIOR,77500.0,English,100-1000,PRODUCT,2019
256,26,Male,BERLIN,DATA SCIENTIST,5.0,SENIOR,80000.0,English,10-50,STARTUP,2019
257,25,Male,MUNICH,MOBILE DEVELOPER,4.0,MIDDLE,60000.0,English,100-1000,PRODUCT,2019
258,32,Male,COLOGNE,SOFTWARE ENGINEER,13.0,SENIOR,70000.0,English,50-100,PRODUCT,2019
259,28,Female,BERLIN,DATA SCIENTIST,1.0,JUNIOR,55000.0,English,100-1000,PRODUCT,2019
260,36,Male,BERLIN,FRONTEND DEVELOPER,11.0,SENIOR,85000.0,English,10-50,STARTUP,2019
261,24,Male,BERLIN,MACHINE LEARNING ENGINEER,3.0,MIDDLE,75000.0,English,10-50,STARTUP,2019
262,34,Male,FRANKFURT,SOFTWARE ARCHITECT,10.0,SENIOR,100000.0,English,1000+,PRODUCT,2019
263,34,Male,MUNICH,BACKEND DEVELOPER,11.0,SENIOR,92000.0,English,50-100,PRODUCT,2019
264,34,Male,MUNICH,BACKEND DEVELOPER,11.0,SENIOR,92000.0,English,50-100,PRODUCT,2019
265,36,Male,BERLIN,BACKEND DEVELOPER,10.0,SENIOR,78000.0,English,1000+,PRODUCT,2019
266,33,Male,HAMBURG,SOFTWARE ENGINEER,13.0,MIDDLE,55000.0,English,100-1000,PRODUCT,2019
267,29,Female,BERLIN,MACHINE LEARNING ENGINEER,3.0,MIDDLE,46000.0,English,10-50,STARTUP,2019
268,31,Male,MUNICH,FULLSTACK DEVELOPER,8.0,SENIOR,68000.0,English,10-50,PRODUCT,2019
269,30,Male,BERLIN,BACKEND DEVELOPER,12.0,SENIOR,70000.0,English,10-50,STARTUP,2019
270,33,Male,MUNICH,EMBEDDED DEVELOPER,11.0,SENIOR,78000.0,Russian,up to 10,BODYSHOP / OUTSOURCE,2019
271,29,Female,MUNICH,MOBILE DEVELOPER,8.0,MIDDLE,65000.0,English,1000+,PRODUCT,2019
272,32,Female,RIGA,BACKEND DEVELOPER,1.0,JUNIOR,13200.0,English,50-100,CONSULTING / AGENCY,2019
273,29,Male,MUNICH,BACKEND DEVELOPER,9.0,SENIOR,60000.0,English,up to 10,PRODUCT,2019
274,33,Male,MUNICH,CLOUD PLATFORM ENGINEER,10.0,SENIOR,80000.0,English,1000+,PRODUCT,2019
275,32,Male,MUNICH,MOBILE DEVELOPER,5.0,SENIOR,70000.0,English,up to 10,CONSULTING / AGENCY,2019
276,29,Male,BERLIN,FULLSTACK DEVELOPER,10.0,SENIOR,70000.0,English,1000+,PRODUCT,2019
277,43,Male,BERLIN,DATA ENGINEER,10.0,SENIOR,60000.0,Russian,up to 10,STARTUP,2019
278,32,Female,BERN,QA,5.0,MIDDLE,120000.0,Deutsch,1000+,PRODUCT,2019
279,36,Male,BERLIN,SOFTWARE ARCHITECT,14.0,SENIOR,75000.0,English,100-1000,PRODUCT,2019
280,30,Male,MUNICH,BACKEND DEVELOPER,6.0,SENIOR,67000.0,English,100-1000,PRODUCT,2019
281,27,Male,BERLIN,FRONTEND DEVELOPER,5.0,SENIOR,66000.0,English,100-1000,PRODUCT,2019
282,36,Female,BERLIN,BACKEND DEVELOPER,3.0,SENIOR,45000.0,English,10-50,PRODUCT,2019
283,28,Male,FRANKFURT,DATA SCIENTIST,2.0,MIDDLE,55000.0,Deutsch,100-1000,PRODUCT,2019
284,34,Male,BERLIN,MACHINE LEARNING ENGINEER,10.0,SENIOR,80000.0,English,50-100,PRODUCT,2019
285,29,Male,BERLIN,DEVOPS,10.0,SENIOR,72000.0,English,100-1000,PRODUCT,2019
286,27,Male,MOSCOW,BACKEND DEVELOPER,7.0,SENIOR,66000.0,Russian,100-1000,STARTUP,2019
287,29,Male,BERLIN,BACKEND DEVELOPER,8.0,SENIOR,70000.0,English,1000+,PRODUCT,2019
288,29,Male,MUNICH,FULLSTACK DEVELOPER,9.0,SENIOR,75000.0,English,100-1000,PRODUCT,2019
289,28,Female,MUNICH,"DESIGNER (UI, UX)",9.0,SENIOR,70000.0,English,10-50,PRODUCT,2019
290,26,Male,MUNICH,MOBILE DEVELOPER,1.0,SENIOR,59000.0,English,50-100,STARTUP,2019
291,32,Male,BERLIN,BACKEND DEVELOPER,5.0,SENIOR,80000.0,English,100-1000,PRODUCT,2019
292,34,Male,MUNICH,RESEARCHER,12.0,SENIOR,90000.0,English,100-1000,PRODUCT,2019
293,32,Male,BERLIN,BACKEND DEVELOPER,11.0,SENIOR,81600.0,English,1000+,PRODUCT,2019
294,35,Male,DÜSSELDORF,DEVOPS,15.0,SENIOR,65000.0,Deutsch,up to 10,CONSULTING / AGENCY,2019
295,28,Male,BERLIN,QA,7.0,MIDDLE,62000.0,English,100-1000,BODYSHOP / OUTSOURCE,2019
296,32,Male,BERLIN,MACHINE LEARNING ENGINEER,9.0,LEAD,128000.0,English,1000+,PRODUCT,2019
297,38,Female,BERLIN,SAP CONSULTANT,10.0,SENIOR,92000.0,Deutsch,1000+,PRODUCT,2019
298,24,Male,BERLIN,BACKEND DEVELOPER,4.0,MIDDLE,65000.0,English,100-1000,PRODUCT,2019
299,32,Male,BERLIN,BACKEND DEVELOPER,5.0,SENIOR,62000.0,Deutsch,1000+,CONSULTING / AGENCY,2019
300,32,Male,BERLIN,BACKEND DEVELOPER,8.0,SENIOR,96000.0,English,100-1000,PRODUCT,2019
301,32,Male,STUTTGART,MACHINE LEARNING ENGINEER,5.0,SENIOR,98000.0,Deutsch,100-1000,PRODUCT,2019
302,36,Male,BERLIN,FRONTEND DEVELOPER,10.0,SENIOR,80000.0,English,100-1000,PRODUCT,2019
303,32,Male,BERLIN,SOFTWARE ARCHITECT,11.0,SENIOR,124000.0,English,1000+,PRODUCT,2019
304,32,Male,MUNICH,RESEARCHER,9.0,SENIOR,130000.0,English,1000+,PRODUCT,2019
305,32,Male,BERLIN,BACKEND DEVELOPER,4.0,SENIOR,62000.0,English,50-100,STARTUP,2019
306,32,Male,BERLIN,SOFTWARE ARCHITECT,8.0,LEAD,106000.0,English,100-1000,PRODUCT,2019
307,42,Female,BERLIN,BACKEND DEVELOPER,12.0,SENIOR,55000.0,English,50-100,PRODUCT,2019
308,32,Male,DARMSTADT,BACKEND DEVELOPER,10.0,SENIOR,70000.0,Deutsch,100-1000,PRODUCT,2019
309,30,Male,HAMBURG,DATA SCIENTIST,6.0,SENIOR,85000.0,English,100-1000,STARTUP,2019
310,32,Male,FRANKFURT,LAWYER ,7.0,SENIOR,170000.0,English,100-1000,CONSULTING / AGENCY,2019
311,30,Male,BERLIN,BACKEND DEVELOPER,6.0,SENIOR,70000.0,Russian,100-1000,STARTUP,2019
312,28,Male,BERLIN,BACKEND DEVELOPER,8.0,MIDDLE,68000.0,English,1000+,PRODUCT,2019
313,37,Male,BERLIN,SOFTWARE ARCHITECT,15.0,SENIOR,95000.0,English,100-1000,PRODUCT,2019
314,29,Male,MUNICH,MOBILE DEVELOPER,7.0,MIDDLE,70000.0,English,1000+,PRODUCT,2019
315,32,Male,MUNICH,DATA SCIENTIST,3.0,MIDDLE,71000.0,English,100-1000,STARTUP,2019
316,35,Male,BERLIN,BACKEND DEVELOPER,16.0,SENIOR,65000.0,English,100-1000,PRODUCT,2019
317,30,Male,BERLIN,BACKEND DEVELOPER,8.0,SENIOR,86000.0,English,100-1000,PRODUCT,2019
318,34,Male,BERLIN,EMBEDDED DEVELOPER,12.0,SENIOR,60000.0,English,100-1000,STARTUP,2019
319,29,Male,DUSSELDORF,BACKEND DEVELOPER,8.0,SENIOR,70000.0,English,1000+,PRODUCT,2019
320,41,Male,MUNICH,BACKEND DEVELOPER,0.0,JUNIOR,55000.0,English,1000+,PRODUCT,2019
321,33,Male,KARLSRUHE,QA,7.0,SENIOR,67000.0,English,1000+,PRODUCT,2019
322,31,Male,FRANKFURT,DATA SCIENTIST,7.0,SENIOR,85000.0,English,1000+,PRODUCT,2019
323,25,Male,KYIV,DEVOPS,4.0,SENIOR,60000.0,Russian,1000+,PRODUCT,2019
324,27,Female,BERLIN,DATA SCIENTIST,3.0,MIDDLE,67000.0,English,1000+,PRODUCT,2019
325,29,Male,KYIV,DEVOPS,8.0,SENIOR,65000.0,Russian,50-100,PRODUCT,2019
326,27,Male,BERLIN,RESEARCHER,5.0,SENIOR,100000.0,English,100-1000,STARTUP,2019
327,36,Male,BERLIN,DATA SCIENTIST,18.0,MIDDLE,56000.0,English,100-1000,PRODUCT,2019
328,28,Male,MUNICH,BUSINESS ANALYST,7.0,MIDDLE,62500.0,English,1000+,PRODUCT,2019
329,33,Male,BERLIN,BACKEND DEVELOPER,10.0,MIDDLE,76000.0,English,1000+,PRODUCT,2019
330,34,Male,FREIBURG,BACKEND DEVELOPER,2.0,MIDDLE,42000.0,English,100-1000,CONSULTING / AGENCY,2019
331,36,Male,BERLIN,MANAGER,15.0,SENIOR,77000.0,English,100-1000,PRODUCT,2019
332,23,Male,BERLIN,FRONTEND DEVELOPER,5.0,SENIOR,65000.0,English,100-1000,PRODUCT,2019
333,35,Male,BERLIN,BACKEND DEVELOPER,17.0,SENIOR,60000.0,Russian,100-1000,PRODUCT,2019
334,27,Male,MUNICH,DATA ENGINEER,1.0,MIDDLE,58000.0,English,10-50,STARTUP,2019
335,30,Male,MUNICH,MOBILE DEVELOPER,9.0,SENIOR,72000.0,Russian,10-50,STARTUP,2019
336,37,Male,AMSTERDAM,QA,14.0,SENIOR,75000.0,English,100-1000,PRODUCT,2019
337,32,Male,BERLIN,MACHINE LEARNING ENGINEER,10.0,SENIOR,108000.0,English,100-1000,PRODUCT,2019
338,41,Male,MUNICH,BACKEND DEVELOPER,20.0,SENIOR,78000.0,English,100-1000,PRODUCT,2019
339,32,Male,VIENNA,SOFTWARE ARCHITECT,12.0,LEAD,80000.0,English,1000+,PRODUCT,2019
340,34,Male,BERLIN,BACKEND DEVELOPER,13.0,SENIOR,70000.0,English,100-1000,PRODUCT,2019
341,32,Male,MUNICH,SOFTWARE ARCHITECT,10.0,SENIOR,120000.0,English,1000+,PRODUCT,2019
342,45,Male,BERLIN,DATA ENGINEER,14.0,MIDDLE,34446.0,English,50-100,PRODUCT,2019
343,32,Male,FRANKFURT,BACKEND DEVELOPER,8.0,SENIOR,108000.0,English,100-1000,PRODUCT,2019
344,32,Male,MUNICH,DATA SCIENTIST,8.0,LEAD,130000.0,English,1000+,PRODUCT,2019
345,32,Male,STUTTGART,FULLSTACK DEVELOPER,6.0,SENIOR,90000.0,English,100-1000,PRODUCT,2019
346,32,Female,BERLIN,DATA SCIENTIST,7.0,SENIOR,65000.0,English,50-100,STARTUP,2019
347,32,Male,MUNICH,FRONTEND DEVELOPER,4.0,SENIOR,70000.0,English,10-50,PRODUCT,2019
348,36,Male,KYIV,DEVOPS,3.0,MIDDLE,38400.0,Russian,1000+,BODYSHOP / OUTSOURCE,2019
349,32,Male,BERLIN,DATA SCIENTIST,6.0,SENIOR,96000.0,English,100-1000,PRODUCT,2019
350,35,Male,FRANKFURT,PRODUCT MANAGER,13.0,SENIOR,60000.0,Deutsch,10-50,STARTUP,2019
351,32,Female,MUNICH,BACKEND DEVELOPER,8.0,SENIOR,62000.0,English,1000+,PRODUCT,2019
352,29,Male,MUNICH,FRONTEND DEVELOPER,8.0,MIDDLE,65000.0,English,100-1000,PRODUCT,2019
353,32,Female,MUNICH,SAP CONSULTANT,10.0,SENIOR,80200.0,Deutsch,100-1000,PRODUCT,2019
354,33,Male,MUNICH,BACKEND DEVELOPER,11.0,LEAD,90000.0,English,100-1000,PRODUCT,2019
355,33,Male,KYIV,SYSTEM ADMINISTRATOR,15.0,MIDDLE,36000.0,Russian,10-50,CONSULTING / AGENCY,2019
356,39,Male,MUNICH,FULLSTACK DEVELOPER,15.0,SENIOR,75700.0,English,100-1000,PRODUCT,2019
357,25,Female,COLOGNE,IT SECURITY,2.0,JUNIOR,46000.0,Deutsch,1000+,PRODUCT,2019
358,33,Female,BERLIN,QA,5.0,MIDDLE,63400.0,English,1000+,PRODUCT,2019
359,35,Male,MUNICH,BACKEND DEVELOPER,16.0,SENIOR,70000.0,Russian,10-50,PRODUCT,2019
360,34,Male,BERLIN,BACKEND DEVELOPER,9.0,SENIOR,70000.0,English,1000+,PRODUCT,2019
361,31,Female,FRANKFURT,BACKEND DEVELOPER,7.0,SENIOR,68000.0,English,10-50,STARTUP,2019
362,32,Male,AMSTERDAM,MACHINE LEARNING ENGINEER,11.0,SENIOR,106000.0,English,1000+,STARTUP,2019
363,34,Male,PFORZHEIM,BACKEND DEVELOPER,13.0,SENIOR,75000.0,Deutsch,50-100,PRODUCT,2019
364,32,Male,MUNICH,SOFTWARE ARCHITECT,8.0,SENIOR,100000.0,Deutsch,10-50,PRODUCT,2019
365,33,Male,MUNICH,BACKEND DEVELOPER,11.0,SENIOR,90000.0,English,1000+,PRODUCT,2019
366,44,Male,BERLIN,FRONTEND DEVELOPER,5.0,SENIOR,65000.0,English,10-50,PRODUCT,2019
367,26,Male,NUREMBERG,DEVOPS,0.0,JUNIOR,55000.0,Deutsch,100-1000,PRODUCT,2019
368,30,Male,BERLIN,DATA SCIENTIST,8.0,SENIOR,90000.0,English,50-100,STARTUP,2019
369,37,Male,STUTTGART,SOFTWARE ARCHITECT,11.0,SENIOR,105000.0,Deutsch,1000+,PRODUCT,2019
370,24,Female,FRANKFURT,FULLSTACK DEVELOPER,1.0,JUNIOR,52000.0,Deutsch,1000+,PRODUCT,2019
371,27,Male,BERLIN,MANAGER,6.0,SENIOR,58000.0,English,100-1000,STARTUP,2019
372,30,Male,KASSEL ,FRONTEND DEVELOPER,4.0,MIDDLE,55000.0,Deutsch,1000+,PRODUCT,2019
373,36,Male,MUNICH,DEVOPS,15.0,SENIOR,85000.0,English,100-1000,CONSULTING / AGENCY,2019
